lncRNA,Disease,PubMed ID
HULC,Liver Neoplasms,36213936
HULC,lung squamous cell carcinoma,31448453
HSPA7,Glioblastoma,34354698
HSPA7,Vascular Diseases,34857901
HULC,"Carcinoma, Hepatocellular",31645479
HULC,"Carcinoma, Non-Small-Cell Lung",30575912
HULC,Breast Neoplasms,33107484
IGBP1-AS1,Breast Neoplasms,32390766
IGBP1-AS1,Nasopharyngeal carcinoma,35402187
IFNG-AS1,Colonic Neoplasms,34872454
IDH1-AS1,Glioma,32990028
IDH1-AS1,Prostatic Neoplasms,31570703
IDH1-AS1,Prostatic Neoplasms,32884284
ID2-AS1,"Carcinoma, Hepatocellular",31730902
ICMT-DT,Stomach Neoplasms,31217892
ICMT-DT,Colorectal Neoplasms,33328585
ICMT-DT,pancreatic ductal adenocarcinoma,33054826
ICMT-DT,Adenocarcinoma of Lung,34663343
ICMT-DT,"Carcinoma, Non-Small-Cell Lung",31632575
IATPR,"Carcinoma, Renal Cell",30915742
HYOU1-AS,Breast Neoplasms,33422616
HULC,Stomach Neoplasms,31726371
IRAIN,"Carcinoma, Renal Cell",32983957
IRAIN,Multiple Myeloma,31788123
KCNQ1OT1,Ischemic Stroke,30945454
KCNQ1OT1,maxillary sinus squamous cell carcinoma,31709597
KCNQ1OT1,Fracture Healing,31210283
KCNQ1OT1,"Carcinoma, Non-Small-Cell Lung",30471108
KCNQ1OT1,Osteoporosis,34712334
KCNQ1OT1,Osteoporosis,35341776
KCNQ1OT1,"Leukemia, Promyelocytic, Acute",34404765
KCNQ1DN,"Carcinoma, Renal Cell",31528231
KCNMB2-AS1,Urinary Bladder Neoplasms,34367236
KCNMB2-AS1,Urinary Bladder Neoplasms,34026626
KCNMB2-AS1,Esophageal Neoplasms,34516362
KCNK15-AS1,Stomach Neoplasms,31572012
KCNK15-AS1,Osteoarthritis,29414810
KCNA3,Colorectal Neoplasms,30099342
KB-1732A1.1,Breast Neoplasms,30795783
KB-1507C5.2,Prostatic Neoplasms,33219721
KCNQ1OT1,Small Cell Lung Carcinoma,33705625
KCNQ1OT1,Myocardial Infarction,34089766
IRAIN,Glioma,35102541
KCNQ1OT1,Melanoma,36399467
KCNQ1OT1,Ovarian Neoplasms,31696465
KCNQ1OT1,Ovarian Neoplasms,31909901
KCNQ1OT1,Ovarian Neoplasms,36100884
KCNQ1OT1,Ovarian Neoplasms,36191448
KCNQ1OT1,Urinary Bladder Neoplasms,31827399
KCNQ1OT1,Urinary Bladder Neoplasms,32820233
KCNQ1OT1,Squamous Cell Carcinoma of Head and Neck,31755091
KCNQ1OT1,Osteosarcoma,31392505
KCNQ1OT1,Osteosarcoma,33416089
KCNQ1OT1,Osteosarcoma,32953888
KCNQ1OT1,Osteosarcoma,32332718
KCNQ1OT1,Uterine Cervical Neoplasms,33146005
KCNQ1OT1,Uterine Cervical Neoplasms,34704918
KCNQ1OT1,Uterine Cervical Neoplasms,35218109
KCNQ1OT1,Cholangiocarcinoma,30243712
KCNQ1OT1,Prostatic Neoplasms,33688211
KCNQ1OT1,Prostatic Neoplasms,35817112
KCNQ1OT1,Retinoblastoma,33051357
KCNQ1OT1,Retinoblastoma,33818859
KB-1460A1.5,Glioma,34728310
KAT7,Colorectal Neoplasms,30858757
KASRT,Osteosarcoma,34568030
JPX,Stomach Neoplasms,33215222
ITGB1-DT,Adenocarcinoma of Lung,34906142
ITGB1-DT,lung non-small cell carcinoma,35968342
ITGB1-DT,gastric adenocarcinoma,35557569
ITGB1,Urinary Bladder Neoplasms,31486485
IRF1-AS,Esophageal Squamous Cell Carcinoma,31173852
ITGB1-DT,Esophageal Squamous Cell Carcinoma,33693959
ITGB2-AS1,"Carcinoma, Renal Cell",34170494
ITGB2-AS1,pancreatic ductal adenocarcinoma,31957875
JPX,Uterine Cervical Neoplasms,32943989
JPX,"Carcinoma, Non-Small-Cell Lung",33613033
JPX,Esophageal Squamous Cell Carcinoma,35681693
JPX,Lung Neoplasms,31941509
JPX,Squamous Cell Carcinoma of Head and Neck,32881231
JPX,Osteosarcoma,34547170
JPX,Osteosarcoma,36067544
ITGB2-AS1,Osteosarcoma,30260245
IUR,Esophageal Squamous Cell Carcinoma,32124090
IUR,Nasopharyngeal carcinoma,32795216
IUR,Squamous Cell Carcinoma of Head and Neck,33235495
IUR,prostate carcinoma,31545930
IUR,stomach carcinoma,32783641
ITIH4-AS1,Colorectal Neoplasms,31557619
ITGB8-AS1,Colorectal Neoplasms,34371180
ITGB2-AS1,Breast Neoplasms,29941860
HCG11,Nasopharyngeal carcinoma,35463310
HCG11,Atherosclerosis,35931919
HCG11,Prostatic Neoplasms,31228307
FOXC2-AS1,Stomach Neoplasms,34324140
FOXC2-AS1,Atherosclerosis,32271448
FOXC2-AS1,Prostatic Neoplasms,30389560
FOXC2-AS1,Melanoma,32964984
FOXC2-AS1,tongue squamous cell carcinoma,34358374
FOXC2-AS1,"Carcinoma, Non-Small-Cell Lung",31396359
FOXC2-AC1,Lung Neoplasms,30720176
FLVCR-AS1,Osteosarcoma,32021264
FLVCR1-DT,Stomach Neoplasms,30899380
FLVCR1-DT,Breast Neoplasms,32518523
FLVCR1-DT,Lung Neoplasms,30697812
FLVCR1-DT,Colorectal Neoplasms,33313944
FLVCR1-DT,Ovarian Neoplasms,31412903
FLVCR1-DT,Osteosarcoma,33099956
FLVCR1-DT,Uterine Cervical Neoplasms,35430713
FLVCR1-DT,Uterine Cervical Neoplasms,35465835
FLVCR1-DT,Glioma,32626942
FLVCR1-DT,Pancreatic Neoplasms,34635142
FOXC2-AS1,Colorectal Neoplasms,32513911
FOXCUT,gastric adenocarcinoma,31364114
FOXCUT,Endometrial Neoplasms,34591391
FOXD2-AS1,Glioma,35419917
FOXD2-AS1,Thyroid Neoplasms,31024447
FOXD2-AS1,"Thyroid Cancer, Papillary",31632522
FOXD2-AS1,Gallbladder Neoplasms,32917950
FOXD2-AS1,Retinoblastoma,35782084
FOXD2-AS1,tongue squamous cell carcinoma,32531865
FOXD2-AS1,laryngeal carcinoma,31163553
FOXD2-AS1,skin melanoma,30426532
FOXD2-AS1,"Thyroid Cancer, Papillary",30456805
FOXD2-AS1,Squamous Cell Carcinoma of Head and Neck,32762453
FOXD2-AS1,Pterygium,33098266
FOXD2-AS1,Esophageal Neoplasms,32524576
FOXD1-AS1,Stomach Neoplasms,32460412
FOXD1-AS1,Glioma,31102349
FOXD1-AS1,Nasopharyngeal carcinoma,33294261
FOXCUT,Colorectal Neoplasms,32801872
FOXCUT,Nasopharyngeal carcinoma,34658347
FLVCR1-DT,Cholangiocarcinoma,31404302
FLG-AS1,Diabetic Retinopathy,35461393
FEZF1-AS1,Ovarian Neoplasms,30416194
FGD5-AS1,Colonic Neoplasms,35845947
FGD5-AS1,"Carcinoma, Hepatocellular",34783233
FGD5-AS1,"Carcinoma, Hepatocellular",35366388
FGD5-AS1,Ovarian Neoplasms,33974163
FGD5-AS1,Osteosarcoma,33891267
FGD5-AS1,Glioma,32801867
FGD5-AS1,Glioblastoma,32585241
FGD5-AS1,Thyroid Neoplasms,35528244
FGD5-AS1,Pancreatic Neoplasms,33794727
FGD5-AS1,Squamous Cell Carcinoma of Head and Neck,34003510
FGD5-AS1,Mouth Neoplasms,32675387
FGD5-AS1,Mouth Neoplasms,31899825
FGD5-AS1,Osteonecrosis,35190765
FEZF1-AS1,Stomach Neoplasms,32638620
FEZF1-AS1,Esophageal Squamous Cell Carcinoma,31191005
FEZF1-AS1,Colorectal Neoplasms,31270006
FEZF1-AS1,Colorectal Neoplasms,34286520
FEZF1-AS1,Colonic Neoplasms,36219353
FEZF1-AS1,"Carcinoma, Hepatocellular",30365146
FEZF1-AS1,"Carcinoma, Hepatocellular",31550856
FGD5-AS1,"Carcinoma, Renal Cell",32964964
FGD5-AS1,Colorectal Neoplasms,31332696
FKBP9P1,Squamous Cell Carcinoma of Head and Neck,32769488
FGD5-AS1,"Carcinoma, Non-Small-Cell Lung",33550957
FIRRE,"Carcinoma, Hepatocellular",34093813
FIRRE,"Carcinoma, Hepatocellular",35988459
FIRRE,Gallbladder Neoplasms,34168678
FIRRE,"Lymphoma, Large B-Cell, Diffuse",30739786
FIRRE,"Lymphoma, Large B-Cell, Diffuse",35416325
FGF7-5,Atherosclerosis,36071684
FGF14-AS2,Breast Neoplasms,31486497
FGF14-AS2,Breast Neoplasms,33083023
FGF14-AS2,Colorectal Neoplasms,32654025
FGF14-AS2,prostate carcinoma,34655124
FGD5‑AS1,Breast Neoplasms,33880593
FGD5‑AS1,Pancreatic Neoplasms,34821374
FGD5-AS1,Stomach Neoplasms,32849774
FGD5-AS1,Stomach Neoplasms,35848483
FGD5-AS1,"Carcinoma, Non-Small-Cell Lung",31919528
FOXD2-AS1,Glioma,32373975
FOXD2-AS1,Glioma,33336050
FOXD2-AS1,Glioma,31347720
FTX,Thyroid Neoplasms,34345297
FTX,"Carcinoma, Non-Small-Cell Lung",32176463
FTX,Retinoblastoma,34720057
FTH1P3,"Carcinoma, Non-Small-Cell Lung",31933766
FTH1P3,Esophageal Squamous Cell Carcinoma,30119232
FTH1P3,Squamous Cell Carcinoma of Head and Neck,30556871
FTH1P3,Uterine Cervical Neoplasms,31789421
FTH1P3,Glioma,30221720
FTH1P3,Squamous Cell Carcinoma of Head and Neck,31142627
FTH1P3,Squamous Cell Carcinoma of Head and Neck,33571038
FRLnc1,Stomach Neoplasms,33971889
FR215775,"Rhinitis, Allergic",35755169
FOXP4‑AS1,"Lymphoma, Mantle-Cell",33416160
FOXP4-AS1,Esophageal Squamous Cell Carcinoma,34970490
FOXP4-AS1,Colorectal Neoplasms,35034547
FOXP4-AS1,"Thyroid Cancer, Papillary",35720005
FOXP4-AS1,"Carcinoma, Hepatocellular",34545456
FOXP4-AS1,"Carcinoma, Hepatocellular",33604387
FTX,Adenocarcinoma of Lung,32226311
FTX,Osteosarcoma,31920141
FOXD2-AS1,Glioma,30860979
FTX,Osteosarcoma,32821116
GACAT3,Urinary Bladder Neoplasms,33537343
GACAT3,Glioma,30317610
GACAT3,Liver Neoplasms,32266036
GACAT1,Breast Neoplasms,32194758
GACAT1,Squamous Cell Carcinoma of Head and Neck,34460438
GACAT1,"Carcinoma, Non-Small-Cell Lung",33416153
GACAT1,tongue squamous cell carcinoma,34378327
GABPB1-AS1,Uterine Cervical Neoplasms,32844486
GABPB1-AS1,Glioma,34276213
FUT8-AS1,Melanoma,34094894
FTX,Stomach Neoplasms,32021248
FTX,Stomach Neoplasms,32271421
FTX,Colorectal Neoplasms,32280242
FTX,Colorectal Neoplasms,33389283
FTX,Colorectal Neoplasms,34733921
FTX,"Carcinoma, Renal Cell",35866591
FOXP4-AS1,Uterine Cervical Neoplasms,32256085
FOXP4-AS1,Prostatic Neoplasms,31209207
FOXP4-AS1,"Lymphoma, Mantle-Cell",33416160
FOXP4-AS1,"Sarcoma, Ewing",34765540
FOXD2‑AS1,Breast Neoplasms,30628646
FOXD2‑AS1,Osteosarcoma,31115575
FOXD2-AS1,Breast Neoplasms,32945354
FOXD2-AS1,Breast Neoplasms,34873418
FOXD2-AS1,Esophageal Squamous Cell Carcinoma,35778646
FOXD2-AS1,Colorectal Neoplasms,31908535
FOXD2-AS1,Osteoarthritis,30945573
FOXD2-AS1,"Carcinoma, Hepatocellular",30929558
FOXD2-AS1,"Carcinoma, Hepatocellular",31841454
FOXD2-AS1,"Carcinoma, Hepatocellular",31004581
FOXD2-AS1,"Carcinoma, Hepatocellular",32558350
FOXD2-AS1,Ovarian Neoplasms,33717250
FOXD2-AS1,Squamous Cell Carcinoma of Head and Neck,33103475
FOXD2-AS1,Osteosarcoma,31228799
FOXD2-AS1,Osteosarcoma,35356854
FOXD2-AS1,Uterine Cervical Neoplasms,31841177
FOXD2-AS1,Uterine Cervical Neoplasms,34589576
FOXD2-AS1,Glioma,30520141
FOXD2-AS1,Glioma,30553445
FOXD3-AS1,Colonic Neoplasms,31058315
FOXD3-AS1,skin melanoma,31541886
FOXD3-AS1,"Carcinoma, Non-Small-Cell Lung",34733371
FOXP1-AS80,Nasopharyngeal carcinoma,32767327
FOXO1,Lung Neoplasms,31217928
FOXF1,"Carcinoma, Non-Small-Cell Lung",31749883
FOXD3‑AS1,Uterine Cervical Neoplasms,33760158
FOXD3-AS1,Breast Neoplasms,35678943
FOXD3-AS1,"Carcinoma, Non-Small-Cell Lung",32924985
FOXD3-AS1,Lung Neoplasms,32196603
FOXD3-AS1,Melanoma,32354225
FOXD3-AS1,"Carcinoma, Hepatocellular",32191537
FOXD3-AS1,Uterine Cervical Neoplasms,32959937
FOXD3-AS1,Nasopharyngeal carcinoma,33204001
FOXD3-AS1,Nasopharyngeal carcinoma,34395290
FOXD3-AS1,Glioblastoma,35191808
FOXD3-AS1,Thyroid Neoplasms,31678422
FEZF1-AS1,"Carcinoma, Hepatocellular",34023817
FEZF1-AS1,Ovarian Neoplasms,32135030
HCG11,Pancreatic Carcinoma,34230221
FALEC,Endometrial Neoplasms,31387003
F11-AS1,"Carcinoma, Hepatocellular",31880390
F11-AS1,"Carcinoma, Hepatocellular",31168823
EZR‑AS1,Skin Neoplasms,33236153
EZR-AS1,Colorectal Neoplasms,31693738
EZR-AS1,Skin Neoplasms,33236153
EZR-AS1,Coronary Disease,32596350
EXOSC2,"Carcinoma, Hepatocellular",30546827
EWSAT1,Colorectal Neoplasms,33469313
EWSAT1,"Carcinoma, Hepatocellular",36421017
EWSAT1,Uterine Cervical Neoplasms,32556917
EWSAT1,Glioma,32724428
ET-20,Breast Neoplasms,34633031
ERLR,"Vitreoretinopathy, Proliferative",33664479
ERLNC1,"Carcinoma, Ovarian Epithelial",31577838
Erbb4-IR,Esophageal Squamous Cell Carcinoma,31119810
Erbb4-IR,prostate carcinoma,32269615
EPS15-AS1,Liver Neoplasms,36398248
FALEC,tongue squamous cell carcinoma,31335317
FALEC,Uterine Cervical Neoplasms,31248657
EPIST,"Carcinoma, Hepatocellular",34431063
FALEC,Squamous Cell Carcinoma of Head and Neck,31298329
FAM225A,Esophageal Squamous Cell Carcinoma,33006432
FAM225A,Esophageal Squamous Cell Carcinoma,33442405
FAM225A,Nasopharyngeal carcinoma,31331909
FAM225A,Nasopharyngeal carcinoma,35809496
FAM222A-AS1,Colorectal Neoplasms,35646686
FAM207BP,Adenocarcinoma of Lung,33434533
FAM201A,"Carcinoma, Non-Small-Cell Lung",31841188
FAM201A,Colorectal Neoplasms,36067543
FAM201A,Triple Negative Breast Neoplasms,33011533
FAM181A-AS1,Glioma,33080570
FAM13A-AS1,Uterine Cervical Neoplasms,35783157
FAM13A-AS1,"Carcinoma, Renal Cell",35402517
FAM138B,"Carcinoma, Non-Small-Cell Lung",36529892
FALEC,Stomach Neoplasms,30984243
FALEC,Stomach Neoplasms,35722357
FALEC,Colorectal Neoplasms,30267804
FALEC,Colorectal Neoplasms,33073675
FALEC,Colonic Neoplasms,30290064
FALEC,"Thyroid Cancer, Papillary",32373973
EPIST,Stomach Neoplasms,32308414
EPIST,Osteosarcoma,34539861
FEZF1-AS1,Squamous Cell Carcinoma of Head and Neck,31378890
EOLA1-DT,Colonic Neoplasms,35571488
ENTPD3-AS1,"Carcinoma, Renal Cell",34218253
ENST00000623984,Colonic Neoplasms,34247468
ENST00000607393,"Glaucoma, Open-Angle",30677397
ENST00000606790.1,"Thyroid Cancer, Papillary",32791924
ENST00000547547,Colorectal Neoplasms,30542703
ENST00000543604,Colorectal Neoplasms,36081570
ENST00000538705.1,Acute Coronary Syndrome,35571613
ENST00000455974,Colonic Neoplasms,30473216
ENST00000430471,Colorectal Neoplasms,32848471
ENST00000413528,Glioma,30924320
ENSG00000231881,Colorectal Neoplasms,30581003
EMX2OS,Ovarian Neoplasms,32273754
EMX2OS,Prostatic Neoplasms,32801740
EMX2OS,Wilms Tumor,35181613
EMBP1,"Carcinoma, Renal Cell",32482375
ELFN1-AS1,Stomach Neoplasms,35451560
ELFN1-AS1,"Carcinoma, Non-Small-Cell Lung",35431233
EOLA1-DT,Prostatic Neoplasms,35818076
EOLA2-DT,Thyroid Neoplasms,35776220
EPIST,Uterine Cervical Neoplasms,30518760
EOLA2-DT,Breast Neoplasms,34079285
EPIST,Triple Negative Breast Neoplasms,35499320
EPIC1,"Carcinoma, Non-Small-Cell Lung",33359744
EPIC1,Lung Neoplasms,30029875
EPIC1,Colonic Neoplasms,33170148
EPIC1,Osteosarcoma,30703420
EPIC1,Pancreatic Neoplasms,31810603
EPIC1,Gallbladder Neoplasms,34653690
EPIC1,Cholangiocarcinoma,30205958
EPEL,Osteosarcoma,30867743
EPB41L4A-DT,"Carcinoma, Hepatocellular",30971290
EPB41L4A-DT,Ovarian Neoplasms,31645082
EPB41L4A-DT,Nasopharyngeal carcinoma,34131399
EPB41L4A-AS1,Colorectal Neoplasms,32557646
EPB41L4A-AS1,Aging,34758883
FAM225A,Stomach Neoplasms,34539984
FAM225B,Nasopharyngeal carcinoma,34255617
FAM230B,"Thyroid Cancer, Papillary",33578293
FER1L4,Squamous Cell Carcinoma of Head and Neck,33568918
FER1L4,Osteosarcoma,31000382
FER1L4,Parkinson Disease,35559379
FER1L4,Glioma,30887657
FER1L4,"Thyroid Cancer, Papillary",34289835
FER1L4,Squamous Cell Carcinoma of Head and Neck,33174027
FER1L4,Prostatic Neoplasms,32140077
FENDRR-205,Urinary Bladder Neoplasms,33000254
FENDRR,Stomach Neoplasms,34938121
FENDRR,Breast Neoplasms,29559798
FENDRR,"Carcinoma, Non-Small-Cell Lung",30556873
FENDRR,"Carcinoma, Non-Small-Cell Lung",30981768
FENDRR,"Carcinoma, Non-Small-Cell Lung",31545237
FENDRR,Colorectal Neoplasms,31724220
FENDRR,Colorectal Neoplasms,34697986
FENDRR,Colonic Neoplasms,31213846
FENDRR,"Carcinoma, Hepatocellular",31351327
FENDRR,"Carcinoma, Hepatocellular",30573358
FENDRR,Squamous Cell Carcinoma of Head and Neck,34327132
FENDRR,Osteosarcoma,32945076
FER1L4,Osteosarcoma,31473323
FER1L4,"Carcinoma, Hepatocellular",30382631
FAM230B,"Leukemia, Myeloid, Acute",35666685
FER1L4,"Carcinoma, Hepatocellular",30431133
FEZF1-AS1,Osteosarcoma,32308422
FEZF1-AS1,Uterine Cervical Neoplasms,34531986
FEZF1-AS1,Glioblastoma,34530115
FEZF1-AS1,"Carcinoma, Non-Small-Cell Lung",33174014
FEZF1-AS1,Adenocarcinoma of Lung,29510777
FEZF1-AS1,Rectal Neoplasms,35607960
FEZF1-AS1,Prostatic Neoplasms,31298365
FEZF1-AS1,Retinoblastoma,31076545
FEZF1-AS1,Retinoblastoma,32901841
FEZF1-AS1,Retinoblastoma,33432525
FEZF1-AS1,Uterine Cervical Neoplasms,34362591
FEZF1-AS1,"Carcinoma, Non-Small-Cell Lung",32349744
FEZF1-AS1,Squamous Cell Carcinoma of Head and Neck,33550476
FERRE,Breast Neoplasms,33215433
FER1L4,Stomach Neoplasms,33042432
FER1L4,Lung Neoplasms,31115514
FER1L4,Lung Neoplasms,33416121
FER1L4,Colorectal Neoplasms,35198876
FER1L4,Osteoarthritis,34158566
FENDRR,Cholangiocarcinoma,30983519
FENDRR,Melanoma,32134466
FENDRR,"endometrial endometrioid adenocarcinoma, secretory variant",33692441
FAM83A-AS1,Esophageal Neoplasms,33015782
FAM83A-AS1,Adenocarcinoma of Lung,31522616
FAM83A-AS1,Adenocarcinoma of Lung,33687144
FAM83A-AS1,Adenocarcinoma of Lung,33732373
FAM83A-AS1,Adenocarcinoma of Lung,35164653
FAM83A-AS1,Adenocarcinoma of Lung,35002507
FAM83A-AS1,Adenocarcinoma of Lung,35635086
FAM83A-AS1,Esophageal Squamous Cell Carcinoma,33442418
FAM66C,Prostatic Neoplasms,32430927
FAM66C,Cholangiocarcinoma,34418280
FAM3D-AS1,Colorectal Neoplasms,31147452
FAM30A,Colorectal Neoplasms,31228314
FAM238C,Retinoblastoma,30905893
FAM238C,Retinoblastoma,33817232
FAM230B,Stomach Neoplasms,32910366
FAM230B,Colorectal Neoplasms,36262247
FAM230B,Osteosarcoma,35377981
FAM230B,Osteosarcoma,35639175
FAM83A-AS1,"Carcinoma, Hepatocellular",31696213
FAM83A-AS1,Lung Neoplasms,30659636
FAM83A-AS2,Adenocarcinoma of Lung,35280807
FAUP4,"Carcinoma, Hepatocellular",35110549
FBXL19‑AS1,Nasopharyngeal carcinoma,34278444
FBXL19-AS1,Breast Neoplasms,31696201
FBXL19-AS1,"Carcinoma, Non-Small-Cell Lung",31210311
FBXL19-AS1,Lung Neoplasms,30610161
FBXL19-AS1,Osteosarcoma,30555237
FBXL19-AS1,Uterine Cervical Neoplasms,34399848
FBXL19-AS1,Adenocarcinoma of Lung,31566718
FBXL19-AS1,Liver Neoplasms,34564989
FAM83C-AS1,Colorectal Neoplasms,33109776
FAS-AS1,"Carcinoma, Non-Small-Cell Lung",32329854
FAM99B,"Carcinoma, Hepatocellular",31243545
FAM99A,"Carcinoma, Hepatocellular",36289466
FAM88C,Pterygium,35304111
FAM87A,Glioma,34712356
FAM84B-AS,Stomach Neoplasms,30638658
FAM83H,"Carcinoma, Non-Small-Cell Lung",35260044
GACAT3,Osteoarthritis,30178830
GACAT3,Esophageal Squamous Cell Carcinoma,34496842
H19,Adenocarcinoma of Lung,31317666
H19,Endometriosis,31085188
H19,Stroke,31170091
H19,Hodgkin Disease,31128034
H19,"Aortic Aneurysm, Abdominal",30991034
H19,Adrenocortical Carcinoma,34726962
H19,Mouth Neoplasms,31512829
H19,Mouth Neoplasms,33762576
H19,Mouth Neoplasms,33270342
H19,Wilms Tumor,35731049
H19,"Thyroid Carcinoma, Anaplastic",31299871
H19,Osteoporosis,33207859
H19,Respiratory Distress Syndrome,33629893
H19,Keloid,33389493
H19,Keloid,34974806
H19,Pituitary Neoplasms,33174326
H19,"Aortic Aneurysm, Thoracic",34478010
H19,Diffuse Intrinsic Pontine Glioma,34502082
H19,Acute Lung Injury,35317444
H19,neuroendocrine carcinoma,31117050
H19,Myocardial Infarction,33389498
H19,Lung Injury,35438054
H19,tongue squamous cell carcinoma,35117434
H19,Glioma,31777264
H19,Glioma,31173296
H19,Glioma,33161527
H19,Glioma,34796112
H19,Glioma,33661803
H19,Glioma,29422115
H19,Nasopharyngeal carcinoma,31556327
H19,Nasopharyngeal carcinoma,32736275
H19,Glioblastoma,35506168
H19,Thyroid Neoplasms,31410148
H19,Multiple Myeloma,31712391
H19,Pancreatic Neoplasms,30474270
H19,Adenocarcinoma of Lung,30747209
H19,Adenocarcinoma of Lung,36139647
H19,Alzheimer Disease,33410377
H19,"Diabetes Mellitus, Type 2",35472819
H19,Melanoma,29950863
H19,tongue squamous cell carcinoma,29523225
H19,Skin Neoplasms,33649811
H19,Heart Injuries,32996061
GACAT3,"Carcinoma, Non-Small-Cell Lung",29565489
H1-10-AS1,Uterine Cervical Neoplasms,32760225
GSTP1P1,"Carcinoma, Hepatocellular",33177878
GSTP1P1,Osteosarcoma,33732018
GSTM3TV2,"Carcinoma, Hepatocellular",34458365
GSEC,Osteosarcoma,32868080
GSEC,Triple Negative Breast Neoplasms,33907418
GSEC,Sepsis,34907156
GRIK1-AS1,Stomach Neoplasms,34660323
GREP1,"Carcinoma, Non-Small-Cell Lung",35653786
GREP1,Esophageal Squamous Cell Carcinoma,34533201
GREP1,Osteosarcoma,32523373
GREP1,"Thyroid Cancer, Papillary",30553447
GREP1,Pancreatic Neoplasms,32771045
GREP1,cervical squamous cell carcinoma,34652879
GRASLND,Glioma,34560189
GPC5-AS1,Stomach Neoplasms,35183057
GPC3-AS1,Uterine Cervical Neoplasms,31168873
GNAS-AS1,Osteoarthritis,28805067
GNAS-AS1,Osteosarcoma,34321018
GTF2IRD2P1,Urinary Bladder Neoplasms,35433119
H19,Prostatic Neoplasms,34934057
H19,Aortic Dissection,33403385
H19,Acute Kidney Injury,33478972
H19,Pneumonia,34786066
H19,Pneumonia,35392782
H19,Liver Cancer Bone Metastasis,33615520
H19,Lung Neoplasms,36150622
H19,Glioma,30282068
H19,Triple Negative Breast Neoplasms,32514245
H19,Esophageal Neoplasms,31102664
HAND2-AS1,Uterine Cervical Neoplasms,33139818
HAND2-AS1,Glioma,35548927
HAND2-AS1,Atherosclerosis,34780888
HAND2-AS1,Melanoma,31423160
HAND2-AS1,Liver Neoplasms,32155348
HAND2-AS1,gastric adenocarcinoma,32431548
HAND2-AS1,esophagus squamous cell carcinoma,30520131
HAND2-AS1,cervical squamous cell carcinoma,31555362
HAND2-AS1,"Arthritis, Rheumatoid",33549125
HAND2-AS1,Diabetes Mellitus,32411303
HAGLROS,"Carcinoma, Non-Small-Cell Lung",35307327
HAGLROS,"Carcinoma, Non-Small-Cell Lung",32484214
HAGLROS,"Carcinoma, Hepatocellular",31082725
HAGLROS,"Carcinoma, Hepatocellular",35291921
HAGLROS,Ovarian Neoplasms,34194557
HAGLROS,Osteosarcoma,32963586
HAGLROS,Esophageal Neoplasms,34790377
HAGLROS,"Lymphoma, Large B-Cell, Diffuse",34888946
HAGLROS,lung carcinoma,31378893
HAGLROS,Wilms Tumor,35358010
HAND2-AS1,Triple Negative Breast Neoplasms,31788122
HAND2-AS1,Uterine Cervical Neoplasms,32314545
H19,"Leukemia, Myeloid, Acute",31389605
HAS2-AS1,Breast Neoplasms,35395387
HAS2-AS1,"Carcinoma, Ovarian Epithelial",31082772
HAS2-AS1,Glioma,30790335
HAS2-AS1,Glioma,32776110
HAS2-AS1,Glioblastoma,34094916
HAR1A,"Carcinoma, Non-Small-Cell Lung",35740511
HAND2-AS1,Stomach Neoplasms,32952069
HAND2-AS1,Breast Neoplasms,33015182
HAND2-AS1,Breast Neoplasms,31683462
HAND2-AS1,"Carcinoma, Non-Small-Cell Lung",30509963
HAND2-AS1,"Carcinoma, Non-Small-Cell Lung",32975291
HAND2-AS1,Colorectal Neoplasms,30078677
HAND2-AS1,"Carcinoma, Hepatocellular",32224127
HAND2-AS1,"Carcinoma, Hepatocellular",31922232
HAND2-AS1,"Carcinoma, Hepatocellular",33566427
HAND2-AS1,Urinary Bladder Neoplasms,34238300
HAND2-AS1,Urinary Bladder Neoplasms,35007433
HAND2-AS1,Osteosarcoma,31423193
HAGLROS,lung non-small cell carcinoma,35307327
HAGLR,Breast Neoplasms,30730081
HAGLR,Colorectal Neoplasms,29749477
HAGLR,Colorectal Neoplasms,32640404
H19,Stomach Neoplasms,35117758
H19,Stomach Neoplasms,34348271
H19,Breast Neoplasms,31217890
H19,Breast Neoplasms,30256448
H19,Breast Neoplasms,33324070
H19,"Carcinoma, Non-Small-Cell Lung",30214583
H19,Lung Neoplasms,31187349
H19,Colorectal Neoplasms,32698890
H19,"Carcinoma, Hepatocellular",31298392
H19,"Carcinoma, Hepatocellular",30362512
H19,"Carcinoma, Hepatocellular",30543848
H19,"Carcinoma, Hepatocellular",33568940
H19,"Carcinoma, Hepatocellular",35243752
H19,Ovarian Neoplasms,34002485
H19,Ovarian Neoplasms,34250088
H19,Ovarian Neoplasms,35072217
H19,Urinary Bladder Neoplasms,29614625
H19,Osteosarcoma,34328197
H19,Osteosarcoma,29568924
H19,Stomach Neoplasms,31787851
H19,Stomach Neoplasms,31081061
HAGLR,Uterine Cervical Neoplasms,34985386
HAGLR,Colonic Neoplasms,32606801
HAGLR,"Carcinoma, Ovarian Epithelial",30823895
HAGLR,"Carcinoma, Hepatocellular",31231887
HAGLR,"Carcinoma, Hepatocellular",33015776
HAGLR,"Carcinoma, Hepatocellular",32425696
HAGLR,Squamous Cell Carcinoma of Head and Neck,35152529
HAGLR,Osteosarcoma,30119259
HAGLR,Uterine Cervical Neoplasms,32977766
HAGLR,Triple Negative Breast Neoplasms,34128362
HAGLR,Thyroid Neoplasms,34340128
